## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI
398580	core	Dinoroseobacter shibae DFL 12 = DSM 16493	Dinoroseobacter shibae
398720	core	Leeuwenhoekiella blandensis MED217	Leeuwenhoekiella blandensis
398767	periphery	Geobacter lovleyi SZ	Geobacter lovleyi
399549	periphery	Metallosphaera sedula DSM 5348	Metallosphaera sedula
399550	core	Staphylothermus marinus F1	Staphylothermus marinus
399739	periphery	Pseudomonas mendocina ymp	Pseudomonas mendocina ymp
399741	core	Serratia proteamaculans 568	Serratia proteamaculans
399742	periphery	Enterobacter sp. 638	Enterobacter sp. 638
399795	core	Comamonas testosteroni KF-1	Comamonas testosteroni KF1
400668	core	Marinomonas sp. MWYL1	Marinomonas sp. MWYL1
400682	core	Amphimedon queenslandica	Amphimedon queenslandica
401053	core	Terriglobus saanensis SP1PR4	Terriglobus saanensis
401473	periphery	Bifidobacterium dentium Bd1	Bifidobacterium dentium
401526	core	Thermosinus carboxydivorans Nor1	Thermosinus carboxydivorans
402612	periphery	Flavobacterium psychrophilum JIP02/86	Flavobacterium psychrophilum
402626	core	Ralstonia pickettii 12J	Ralstonia pickettii 12J
402777	core	Kamptonema formosum PCC 6407	Kamptonema formosum
402880	periphery	Methanococcus maripaludis C5	Methanococcus maripaludis C5
402881	core	Parvibaculum lavamentivorans DS-1	Parvibaculum lavamentivorans
403833	core	Petrotoga mobilis SJ95	Petrotoga mobilis
404380	periphery	Geobacter bemidjiensis Bem	Geobacter bemidjiensis
404589	periphery	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter sp. Fw1095
405566	periphery	Lactobacillus helveticus DPC 4571	Lactobacillus helveticus DPC4571
405948	core	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora erythraea
406124	periphery	Bacillus sp. m3-13	Bacillus sp. m313
406327	core	Methanococcus vannielii SB	Methanococcus vannielii
406552	periphery	Natrinema sp. J7-2	Natrinema sp. J72
406817	periphery	Xenorhabdus nematophila ATCC 19061	Xenorhabdus nematophila
406818	core	Xenorhabdus bovienii SS-2004	Xenorhabdus bovienii
408672	periphery	Nocardioidaceae bacterium Broad-1	Nocardioidaceae bacterium Broad1
410358	periphery	Methanocorpusculum labreanum Z	Methanocorpusculum labreanum
410359	periphery	Pyrobaculum calidifontis JCM 11548	Pyrobaculum calidifontis
411154	core	Gramella forsetii KT0803	Gramella forsetii
411459	periphery	Ruminococcus obeum ATCC 29174	Ruminococcus obeum ATCC 29174
411460	periphery	Ruminococcus torques ATCC 27756	Ruminococcus torques ATCC 27756
411461	core	Dorea formicigenerans ATCC 27755	Dorea formicigenerans ATCC 27755
411462	core	Dorea longicatena DSM 13814	Dorea longicatena DSM 13814
411463	core	Eubacterium ventriosum ATCC 27560	Eubacterium ventriosum
411464	periphery	Desulfovibrio piger ATCC 29098	Desulfovibrio piger
411465	core	Parvimonas micra ATCC 33270	Parvimonas micra
411466	periphery	Actinomyces odontolyticus ATCC 17982	Actinomyces odontolyticus
411467	core	Pseudoflavonifractor capillosus ATCC 29799	Pseudoflavonifractor capillosus
411468	periphery	[Clostridium] scindens ATCC 35704	Clostridium scindens
411469	core	[Eubacterium] hallii DSM 3353	Eubacterium hallii
411470	periphery	Ruminococcus gnavus ATCC 29149	Ruminococcus gnavus
411471	core	Subdoligranulum variabile DSM 15176	Subdoligranulum variabile
411473	periphery	Ruminococcus callidus ATCC 27760	Ruminococcus callidus
411474	core	Coprococcus eutactus ATCC 27759	Coprococcus eutactus
411476	periphery	Bacteroides ovatus ATCC 8483	Bacteroides ovatus
411477	core	Parabacteroides merdae ATCC 43184	Parabacteroides merdae
411479	periphery	Bacteroides uniformis ATCC 8492	Bacteroides uniformis
411483	periphery	Faecalibacterium prausnitzii A2-165	Faecalibacterium prausnitzii A2165
411489	periphery	Clostridium sp. L2-50	Clostridium sp. L250
411490	core	Anaerostipes caccae DSM 14662	Anaerostipes caccae
411684	core	Hoeflea phototrophica DFL-43	Hoeflea phototrophica
411901	periphery	Bacteroides caccae ATCC 43185	Bacteroides caccae
411902	periphery	[Clostridium] bolteae ATCC BAA-613	Clostridium bolteae
412419	periphery	Borrelia duttonii Ly	Borrelia duttonii
412597	periphery	Paracoccus sp. TRP	Paracoccus sp. TRP
412965	periphery	Candidatus Vesicomyosocius okutanii HA	Vesicomyosocius okutanii
413404	core	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	Ruthia magnifica
413816	periphery	Halorubrum halophilum	Halorubrum halophilum
414684	periphery	Rhodospirillum centenum SW	Rhodospirillum centenum
414996	core	Actinopolyspora erythraea	Actinopolyspora erythraea
415426	periphery	Hyperthermus butylicus DSM 5456	Hyperthermus butylicus
416269	periphery	Actinobacillus pleuropneumoniae serovar 5b str. L20	Actinobacillus pleuropneumoniae 5b L20
416348	core	Halorubrum lacusprofundi ATCC 49239	Halorubrum lacusprofundi
416591	core	Thermotoga lettingae TMO	Thermotoga lettingae
416870	core	Lactococcus lactis subsp. cremoris MG1363	Lactococcus lactis cremoris
419610	periphery	Methylobacterium extorquens PA1	Methylobacterium extorquens PA1
419665	core	Methanococcus aeolicus Nankai-3	Methanococcus aeolicus
419947	periphery	Mycobacterium tuberculosis H37Ra	Mycobacterium tuberculosis H37Ra
420246	core	Geobacillus thermodenitrificans NG80-2	Geobacillus thermodenitrificans
420247	periphery	Methanobrevibacter smithii ATCC 35061	Methanobrevibacter smithii ATCC 35061
420324	core	Microvirga lupini	Microvirga lupini
420662	core	Methylibium petroleiphilum PM1	Methylibium petroleiphilum
420890	periphery	Lactococcus garvieae Lg2	Lactococcus garvieae Lg2
421052	periphery	Acinetobacter rudis CIP 110305	Acinetobacter rudis
421072	core	Epilithonimonas lactis	Epilithonimonas lactis
421531	core	Chryseobacterium luteum	Chryseobacterium luteum
425104	periphery	Shewanella sediminis HAW-EB3	Shewanella sediminis
425400	periphery	Helicobacter sp. MIT 01-6451	Helicobacter sp. MIT016451
426114	periphery	Thiomonas arsenitoxydans	Thiomonas arsenitoxydans
426117	core	Methylobacterium sp. 4-46	Methylobacterium sp. 446
426355	periphery	Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans
426368	core	Methanococcus maripaludis C7	Methanococcus maripaludis C7
426716	periphery	Nocardia rhamnosiphila	Nocardia rhamnosiphila
428125	core	[Clostridium] leptum DSM 753	Clostridium leptum
428126	core	[Clostridium] spiroforme DSM 1552	Clostridium spiroforme
428127	core	[Eubacterium] dolichum DSM 3991	Eubacterium dolichum
429009	periphery	Ammonifex degensii KC4	Ammonifex degensii
430498	core	Dactylellina haptotyla	Dactylellina haptotyla
430998	periphery	Baudoinia compniacensis	Baudoinia compniacensis
431943	periphery	Clostridium kluyveri DSM 555	Clostridium kluyveri
431947	periphery	Porphyromonas gingivalis ATCC 33277	Porphyromonas gingivalis ATCC 33277
432096	core	Kazachstania africana	Kazachstania africana
434131	core	Neorickettsia risticii str. Illinois	Neorickettsia risticii
435590	periphery	Bacteroides vulgatus ATCC 8482	Bacteroides vulgatus
435591	periphery	Parabacteroides distasonis ATCC 8503	Parabacteroides distasonis
435830	periphery	Actinomyces graevenitzii C83	Actinomyces graevenitzii
435832	core	Neisseria mucosa C102	Neisseria mucosa C102
435837	periphery	Staphylococcus hominis subsp. hominis C80	Staphylococcus hominis C80
435838	periphery	Staphylococcus capitis C87	Staphylococcus capitis
435842	periphery	Streptococcus sp. C150	Streptococcus sp. C150
435908	core	Idiomarina salinarum	Idiomarina salinarum
436114	periphery	Sulfurihydrogenibium sp. YO3AOP1	Sulfurihydrogenibium sp. YO3AOP1
436229	periphery	Streptacidiphilus jeojiense	Streptacidiphilus jeojiense
436308	core	Nitrosopumilus maritimus SCM1	Nitrosopumilus maritimus
436717	core	Acinetobacter oleivorans DR1	Acinetobacter oleivorans
438753	core	Azorhizobium caulinodans ORS 571	Azorhizobium caulinodans
439235	core	Desulfatibacillum alkenivorans AK-01	Desulfatibacillum alkenivorans
439292	core	[Bacillus] selenitireducens MLS10	Bacillus selenitireducens
439375	periphery	Ochrobactrum anthropi ATCC 49188	Ochrobactrum anthropi
439481	core	Aciduliprofundum boonei T469	Aciduliprofundum boonei
439493	core	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter sp. HTCC7211
439496	core	Rhodobacterales bacterium Y4I	Rhodobacterales bacterium Y4I
439497	periphery	Ruegeria sp. R11	Ruegeria sp. R11
440512	periphery	Pseudomonas sp. Chol1	Pseudomonas sp. Chol1
441620	periphery	Methylobacterium populi BJ001	Methylobacterium populi
441768	core	Acholeplasma laidlawii PG-8A	Acholeplasma laidlawii
441769	core	Bacillus coahuilensis m4-4	Bacillus coahuilensis
443143	periphery	Geobacter sp. M18	Geobacter sp. M18
443144	periphery	Geobacter sp. M21	Geobacter sp. M21
443152	periphery	Marinobacter algicola DG893	Marinobacter algicola
443218	core	Amycolicicoccus subflavus DQS3-9A1	Amycolicicoccus subflavus
443254	core	Marinitoga piezophila KA3	Marinitoga piezophila
443255	core	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus
443598	periphery	Bradyrhizobium sp. Cp5.3	Bradyrhizobium sp. Cp53
443906	periphery	Clavibacter michiganensis subsp. michiganensis NCPPB 382	Clavibacter michiganensis NCPPB382
444157	periphery	Pyrobaculum neutrophilum V24Sta	Pyrobaculum neutrophilum
444158	periphery	Methanococcus maripaludis C6	Methanococcus maripaludis C6
445335	periphery	Clostridium botulinum NCTC 2916	Clostridium botulinum NCTC 2916
445961	core	Chryseobacterium soli	Chryseobacterium soli
445970	periphery	Alistipes putredinis DSM 17216	Alistipes putredinis
445971	core	Anaerofustis stercorihominis DSM 17244	Anaerofustis stercorihominis
445972	core	Anaerotruncus colihominis DSM 17241	Anaerotruncus colihominis
445973	core	Intestinibacter bartlettii DSM 16795	Intestinibacter bartlettii
445974	periphery	Erysipelatoclostridium ramosum DSM 1402	Erysipelatoclostridium ramosum
445975	periphery	Collinsella stercoris DSM 13279	Collinsella stercoris
445987	core	Borrelia valaisiana VS116	Borrelia valaisiana VS116
446462	core	Actinosynnema mirum DSM 43827	Actinosynnema mirum
446465	core	Brachybacterium faecium DSM 4810	Brachybacterium faecium
446466	periphery	Cellulomonas flavigena DSM 20109	Cellulomonas flavigena
446468	core	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	Nocardiopsis dassonvillei
446469	core	Sanguibacter keddieii DSM 10542	Sanguibacter keddieii
446470	core	Stackebrandtia nassauensis DSM 44728	Stackebrandtia nassauensis
446471	core	Xylanimonas cellulosilytica DSM 15894	Xylanimonas cellulosilytica
448385	periphery	Sorangium cellulosum So ce56	Sorangium cellulosum So ce56
449447	core	Microcystis aeruginosa NIES-843	Microcystis aeruginosa
449673	periphery	Bacteroides stercoris ATCC 43183	Bacteroides stercoris
450380	periphery	Microbacterium profundi	Microbacterium profundi
450851	core	Phenylobacterium zucineum HLK1	Phenylobacterium zucineum
452471	core	Candidatus Amoebophilus asiaticus 5a2	Amoebophilus asiaticus
452637	core	Opitutus terrae PB90-1	Opitutus terrae
452638	periphery	Polynucleobacter necessarius subsp. necessarius STIR1	Polynucleobacter necessarius STIR1
452652	core	Kitasatospora setae KM-6054	Kitasatospora setae
452659	periphery	Rickettsia rickettsii str. Iowa	Rickettsia rickettsii
452662	periphery	Sphingobium japonicum UT26S	Sphingobium japonicum UT26S
452863	core	Arthrobacter chlorophenolicus A6	Arthrobacter chlorophenolicus
453591	core	Ignicoccus hospitalis KIN4/I	Ignicoccus hospitalis
454957	periphery	Xanthomonas arboricola pv. celebensis	Xanthomonas arboricola
455436	periphery	Glaciecola sp. HTCC2999	Glaciecola sp. HTCC2999
455632	core	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus
456320	core	Methanococcus voltae A3	Methanococcus voltae
456442	periphery	Methanoregula boonei 6A8	Methanoregula boonei
457396	periphery	Clostridium sp. 7_2_43FAA	Clostridium sp. 7243FAA
457398	periphery	Desulfovibrio sp. 3_1_syn3	Desulfovibrio sp. 31syn3
457405	periphery	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium nucleatum animalis
457412	core	Ruminococcus sp. 5_1_39BFAA	Ruminococcus sp. 5139BFAA
457415	core	Synergistes sp. 3_1_syn1	Synergistes sp. 31syn1
457421	periphery	Clostridiales bacterium 1_7_47FAA	Clostridiales bacterium 1747FAA
457424	periphery	Bacteroides fragilis 3_1_12	Bacteroides fragilis 3112
457425	periphery	Streptomyces albus J1074	Streptomyces albus J1074
457429	periphery	Streptomyces pristinaespiralis ATCC 25486	Streptomyces pristinaespiralis
457570	core	Natranaerobius thermophilus JW/NM-WN-LF	Natranaerobius thermophilus
458233	core	Macrococcus caseolyticus JCSC5402	Macrococcus caseolyticus
458817	core	Shewanella halifaxensis HAW-EB4	Shewanella halifaxensis
459349	core	Candidatus Cloacimonas acidaminovorans str. Evry	Cloacimonas acidaminovorans
459495	periphery	Arthrospira platensis C1	Arthrospira platensis C1
460265	periphery	Methylobacterium nodulans ORS 2060	Methylobacterium nodulans
463191	periphery	Streptomyces sviceus ATCC 29083	Streptomyces sviceus
465515	core	Micrococcus luteus NCTC 2665	Micrococcus luteus NCTC 2665
465541	periphery	Streptomyces sp. Mg1	Streptomyces sp. Mg1
465817	core	Erwinia tasmaniensis Et1/99	Erwinia tasmaniensis
466038	periphery	Candidatus Pelagibacter ubique HTCC8051	Pelagibacter ubique HTCC8051
466088	periphery	Acinetobacter sp. Ver3	Acinetobacter sp. Ver3
467200	periphery	Streptomyces griseoflavus Tu4000	Streptomyces griseoflavus
467661	core	Rhodobacteraceae bacterium KLH11	Rhodobacteraceae bacterium KLH11
467705	periphery	Streptococcus gordonii str. Challis substr. CH1	Streptococcus gordonii
468059	periphery	Pedobacter oryzae DSM 19973	Pedobacter oryzae
468556	periphery	Gordonia kroppenstedtii DSM 45133	Gordonia kroppenstedtii
469008	periphery	Escherichia coli BL21(DE3)	Escherichia coli BL21
469371	periphery	Thermobispora bispora DSM 43833	Thermobispora bispora
469378	core	Cryptobacterium curtum DSM 15641	Cryptobacterium curtum
469381	core	Dethiosulfovibrio peptidovorans DSM 11002	Dethiosulfovibrio peptidovorans
469382	periphery	Halogeometricum borinquense DSM 11551	Halogeometricum borinquense
469383	core	Conexibacter woesei DSM 14684	Conexibacter woesei DSM 14684
469595	periphery	Citrobacter sp. 30_2	Citrobacter sp. 302
469596	core	Coprobacillus sp. 29_1	Coprobacillus sp. 291
469604	periphery	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	Fusobacterium nucleatum vincentii 3136A2
469606	periphery	Fusobacterium nucleatum subsp. vincentii 4_1_13	Fusobacterium nucleatum vincentii 4113
469609	periphery	Streptococcus sp. 2_1_36FAA	Streptococcus sp. 2136FAA
469610	periphery	Burkholderiales bacterium 1_1_47	Burkholderiales bacterium 1147
469615	core	Fusobacterium gonidiaformans ATCC 25563	Fusobacterium gonidiaformans
469616	core	Fusobacterium mortiferum ATCC 9817	Fusobacterium mortiferum
469617	core	Fusobacterium ulcerans ATCC 49185	Fusobacterium ulcerans
469618	core	Fusobacterium varium ATCC 27725	Fusobacterium varium
470145	periphery	Bacteroides coprocola DSM 17136	Bacteroides coprocola
470704	periphery	Cladophialophora yegresii	Cladophialophora yegresii
471223	core	Geobacillus sp. WCH70	Geobacillus sp. WCH70
471852	periphery	Thermomonospora curvata DSM 43183	Thermomonospora curvata
471853	core	Beutenbergia cavernae DSM 12333	Beutenbergia cavernae
471854	core	Dyadobacter fermentans DSM 18053	Dyadobacter fermentans
471855	core	Slackia heliotrinireducens DSM 20476	Slackia heliotrinireducens
471856	core	Jonesia denitrificans DSM 20603	Jonesia denitrificans
471857	periphery	Saccharomonospora viridis DSM 43017	Saccharomonospora viridis
471870	periphery	Bacteroides intestinalis DSM 17393	Bacteroides intestinalis
471874	core	Providencia stuartii ATCC 25827	Providencia stuartii
471875	periphery	Ruminococcus lactaris ATCC 29176	Ruminococcus lactaris
471881	periphery	Proteus penneri ATCC 35198	Proteus penneri
472175	periphery	Nitratireductor basaltis	Nitratireductor basaltis
472759	periphery	Nitrosococcus halophilus Nc 4	Nitrosococcus halophilus
474922	periphery	Colletotrichum gloeosporioides	Colletotrichum gloeosporioides
476272	core	Blautia hydrogenotrophica DSM 10507	Blautia hydrogenotrophica
477184	periphery	Achromobacter arsenitoxydans SY8	Achromobacter arsenitoxydans
477228	periphery	Pseudomonas stutzeri TS44	Pseudomonas stutzeri TS44
477641	periphery	Modestobacter marinus	Modestobacter marinus
477974	core	Candidatus Desulforudis audaxviator MP104C	Desulforudis audaxviator
478741	periphery	Verrucomicrobia bacterium LP2A	Verrucomicrobia bacterium LP2A
478749	core	Marvinbryantia formatexigens DSM 14469	Marvinbryantia formatexigens
478801	core	Kytococcus sedentarius DSM 20547	Kytococcus sedentarius
479431	core	Nakamurella multipartita DSM 44233	Nakamurella multipartita
479432	core	Streptosporangium roseum DSM 43021	Streptosporangium roseum
479433	core	Catenulispora acidiphila DSM 44928	Catenulispora acidiphila
479434	core	Sphaerobacter thermophilus DSM 20745	Sphaerobacter thermophilus
479435	core	Kribbella flavida DSM 17836	Kribbella flavida
479436	periphery	Veillonella parvula DSM 2008	Veillonella parvula
479437	periphery	Eggerthella lenta DSM 2243	Eggerthella lenta
481448	core	Methylacidiphilum infernorum V4	Methylacidiphilum infernorum
481805	periphery	Escherichia coli ATCC 8739	Escherichia coli ATCC 8739
482234	periphery	Streptococcus canis FSL Z3-227	Streptococcus canis
482537	periphery	Galeopterus variegatus	Galeopterus variegatus
483215	periphery	Bacteroides finegoldii DSM 17565	Bacteroides finegoldii
483216	core	Bacteroides eggerthii DSM 20697	Bacteroides eggerthii
483218	core	[Bacteroides] pectinophilus ATCC 43243	Bacteroides pectinophilus
483219	periphery	Myxococcus fulvus HW-1	Myxococcus fulvus
484018	periphery	Bacteroides plebeius DSM 17135	Bacteroides plebeius
484019	core	Thermosipho africanus TCF52B	Thermosipho africanus
484022	periphery	Francisella philomiragia subsp. philomiragia ATCC 25017	Francisella philomiragia
484770	core	Pelosinus sp. UFO1	Pelosinus sp. UFO1
485913	core	Ktedonobacter racemifer DSM 44963	Ktedonobacter racemifer
485914	core	Halomicrobium mukohataei DSM 12286	Halomicrobium mukohataei
485915	core	Desulfohalobium retbaense DSM 5692	Desulfohalobium retbaense
485916	periphery	Desulfotomaculum acetoxidans DSM 771	Desulfotomaculum acetoxidans
485917	core	Pedobacter heparinus DSM 2366	Pedobacter heparinus
485918	core	Chitinophaga pinensis DSM 2588	Chitinophaga pinensis
487316	periphery	Acinetobacter soli	Acinetobacter soli
487521	periphery	Mycobacterium intracellulare ATCC 13950	Mycobacterium intracellulare
487796	core	Flavobacteria bacterium MS024-2A	Flavobacteria bacterium MS0242A
488538	core	Candidatus Puniceispirillum marinum IMCC1322	Puniceispirillum marinum
489653	periphery	Neisseria lactamica 020-06	Neisseria lactamica
489825	core	Moorea producens 3L	Moorea producens
490899	periphery	Desulfurococcus kamchatkensis 1221n	Desulfurococcus kamchatkensis
491205	periphery	Chryseobacterium hispalense DSM 25574	Chryseobacterium hispalense
491915	core	Anoxybacillus flavithermus WK1	Anoxybacillus flavithermus WK1
491916	periphery	Rhizobium etli CIAT 652	Rhizobium etli CIAT652
491952	periphery	Marinomonas posidonica IVIA-Po-181	Marinomonas posidonica
492774	periphery	Rhizobium alamii	Rhizobium alamii
493475	periphery	Glaciecola arctica BSs20135	Glaciecola arctica
494416	periphery	Psychrobacter sp. TB15	Psychrobacter sp. TB15
494419	periphery	Arthrobacter sp. TB 23	Arthrobacter sp. TB 23
496833	periphery	Mycoplasma fermentans PG18	Mycoplasma fermentans
497321	periphery	Thauera sp. 63	Thauera sp. 63
497964	core	Chthoniobacter flavus Ellin428	Chthoniobacter flavus
497965	periphery	Cyanothece sp. PCC 7822	Cyanothece sp. PCC7822
498211	core	Cellvibrio japonicus Ueda107	Cellvibrio japonicus
498742	core	Borrelia spielmanii A14S	Borrelia spielmanii
498761	core	Heliobacterium modesticaldum Ice1	Heliobacterium modesticaldum
498848	core	Thermus aquaticus Y51MC23	Thermus aquaticus
500153	periphery	Streptomyces avicenniae	Streptomyces avicenniae
500632	core	Tyzzerella nexilis DSM 1787	Tyzzerella nexilis
500633	periphery	[Clostridium] hiranonis DSM 13275	Clostridium hiranonis
500635	core	Mitsuokella multacida DSM 20544	Mitsuokella multacida
500637	core	Providencia rustigianii DSM 4541	Providencia rustigianii
500640	periphery	Citrobacter youngae ATCC 29220	Citrobacter youngae
501479	core	Citreicella sp. SE45	Citreicella sp. SE45
502025	core	Haliangium ochraceum DSM 14365	Haliangium ochraceum
502347	core	Escherichia albertii TW07627	Escherichia albertii TW07627
502558	periphery	Eggerthella sp. YY7918	Eggerthella sp. YY7918
504472	core	Spirosoma linguale DSM 74	Spirosoma linguale
504474	periphery	Corynebacterium urealyticum DSM 7109	Corynebacterium urealyticum
504487	core	Jejuia pallidilutea	Jejuia pallidilutea
504728	core	Meiothermus ruber DSM 1279	Meiothermus ruber
504832	core	Oligotropha carboxidovorans OM5	Oligotropha carboxidovorans
506534	core	Rheinheimera sp. A13L	Rheinheimera sp. A13L
509190	periphery	Caulobacter segnis ATCC 21756	Caulobacter segnis
509191	core	Acetivibrio cellulolyticus CD2	Acetivibrio cellulolyticus
509635	periphery	Pedobacter sp. V48	Pedobacter sp. V48
511051	core	Caldisericum exile AZM16c01	Caldisericum exile
511062	core	Oceanimonas sp. GK1	Oceanimonas sp. GK1
511145	core	Escherichia coli str. K-12 substr. MG1655	Escherichia coli K12 substr. MG1655
511437	periphery	Lactobacillus buchneri NRRL B-30929	Lactobacillus buchneri NRRLB30929
511680	periphery	Butyrivibrio crossotus DSM 2876	Butyrivibrio crossotus
511995	core	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	Azobacteroides pseudotrichonymphae
512564	periphery	Mycoplasma crocodyli MP145	Mycoplasma crocodyli
512565	periphery	Actinoplanes missouriensis 431	Actinoplanes missouriensis
515618	core	Candidatus Riesia pediculicola USDA	Riesia pediculicola
515620	core	[Eubacterium] eligens ATCC 27750	Eubacterium eligens
515622	core	Butyrivibrio proteoclasticus B316	Butyrivibrio proteoclasticus B316
515635	periphery	Dictyoglomus turgidum DSM 6724	Dictyoglomus turgidum
517417	periphery	Chlorobaculum parvum NCIB 8327	Chlorobaculum parvum
517418	core	Chloroherpeton thalassium ATCC 35110	Chloroherpeton thalassium
517433	periphery	Pantoea sp. aB	Pantoea sp. aB
517722	periphery	Citromicrobium sp. JLT1363	Citromicrobium sp. JLT1363
518635	periphery	Bifidobacterium angulatum DSM 20098 = JCM 7096	Bifidobacterium angulatum
518637	core	Holdemanella biformis DSM 3989	Holdemanella biformis
518766	core	Rhodothermus marinus DSM 4252	Rhodothermus marinus
519441	core	Streptobacillus moniliformis DSM 12112	Streptobacillus moniliformis
519442	core	Halorhabdus utahensis DSM 12940	Halorhabdus utahensis
519989	periphery	Ectothiorhodospira sp. PHS-1	Ectothiorhodospira sp. PHS1
520709	periphery	Acinetobacter sp. NIPH 973	Acinetobacter sp. NIPH973
520999	periphery	Providencia alcalifaciens DSM 30120	Providencia alcalifaciens DSM 30120
521000	periphery	Providencia rettgeri DSM 1131	Providencia rettgeri DSM 1131
521003	core	Collinsella intestinalis DSM 13280	Collinsella intestinalis
521010	periphery	Borrelia bissettii DN127	Borrelia bissettii
521011	core	Methanosphaerula palustris E1-9c	Methanosphaerula palustris
521045	core	Kosmotoga olearia TBF 19.5.1	Kosmotoga olearia
521095	periphery	Atopobium parvulum DSM 20469	Atopobium parvulum
521096	periphery	Tsukamurella paurometabola DSM 20162	Tsukamurella paurometabola
521097	core	Capnocytophaga ochracea DSM 7271	Capnocytophaga ochracea DSM 7271
521098	core	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Alicyclobacillus acidocaldarius DSM 446
521393	periphery	Actinomyces timonensis DSM 23838	Actinomyces timonensis
521460	core	Caldicellulosiruptor bescii DSM 6725	Caldicellulosiruptor bescii
521674	periphery	Planctomyces limnophilus DSM 3776	Planctomyces limnophilus
521719	periphery	Pseudomonas caeni DSM 24390	Pseudomonas caeni
522306	core	Candidatus Accumulibacter phosphatis clade IIA str. UW-1	Accumulibacter phosphatis
522373	core	Stenotrophomonas maltophilia K279a	Stenotrophomonas maltophilia K279a
522772	core	Denitrovibrio acetiphilus DSM 12809	Denitrovibrio acetiphilus
523791	core	Kangiella koreensis DSM 16069	Kangiella koreensis
523794	core	Leptotrichia buccalis C-1013-b	Leptotrichia buccalis
523841	periphery	Haloferax mediterranei ATCC 33500	Haloferax mediterranei
523845	periphery	Methanothermococcus thermolithotrophicus DSM 2095	Methanothermococcus thermolithotrophicus
523850	core	Thermococcus onnurineus NA1	Thermococcus onnurineus
525146	core	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	Desulfovibrio desulfuricans ATCC 27774
525244	periphery	Acinetobacter sp. ATCC 27244	Acinetobacter sp. ATCC 27244
525245	periphery	Actinomyces coleocanis DSM 15436	Actinomyces coleocanis
525246	periphery	Actinomyces urogenitalis DSM 15434	Actinomyces urogenitalis DSM 15434
525254	periphery	Anaerococcus lactolyticus ATCC 51172	Anaerococcus lactolyticus ATCC 51172
525255	periphery	Anaerococcus tetradius ATCC 35098	Anaerococcus tetradius
525256	periphery	Atopobium vaginae DSM 15829	Atopobium vaginae DSM 15829
525257	core	Chryseobacterium gleum ATCC 35910	Chryseobacterium gleum
525260	periphery	Corynebacterium accolens ATCC 49725	Corynebacterium accolens
525263	periphery	Corynebacterium lipophiloflavum DSM 44291	Corynebacterium lipophiloflavum
525264	periphery	Corynebacterium pseudogenitalium ATCC 33035	Corynebacterium pseudogenitalium
525268	periphery	Corynebacterium striatum ATCC 6940	Corynebacterium striatum
525282	periphery	Finegoldia magna ATCC 53516	Finegoldia magna ATCC 53516
525309	periphery	Lactobacillus antri DSM 16041	Lactobacillus antri
525318	periphery	Lactobacillus buchneri ATCC 11577	Lactobacillus buchneri ATCC 11577
525365	periphery	Lactobacillus ultunensis DSM 16047	Lactobacillus ultunensis
525367	periphery	Listeria grayi DSM 20601	Listeria grayi
525368	periphery	Mycobacterium parascrofulaceum ATCC BAA-614	Mycobacterium parascrofulaceum
525373	core	Sphingobacterium spiritivorum ATCC 33861	Sphingobacterium spiritivorum
525378	periphery	Staphylococcus caprae M23864:W1	Staphylococcus caprae
525379	periphery	Streptococcus equinus ATCC 9812	Streptococcus equinus
525897	core	Desulfomicrobium baculatum DSM 4028	Desulfomicrobium baculatum
525898	periphery	Sulfurospirillum deleyianum DSM 6946	Sulfurospirillum deleyianum
525903	core	Thermanaerovibrio acidaminovorans DSM 6589	Thermanaerovibrio acidaminovorans
525904	core	Thermobaculum terrenum ATCC BAA-798	Thermobaculum terrenum
525909	core	Acidimicrobium ferrooxidans DSM 10331	Acidimicrobium ferrooxidans
525919	core	Anaerococcus prevotii DSM 20548	Anaerococcus prevotii DSM 20548
526218	core	Sebaldella termitidis ATCC 33386	Sebaldella termitidis
526222	periphery	Desulfovibrio salexigens DSM 2638	Desulfovibrio salexigens
526224	periphery	Brachyspira murdochii DSM 12563	Brachyspira murdochii
526225	core	Geodermatophilus obscurus DSM 43160	Geodermatophilus obscurus
526226	periphery	Gordonia bronchialis DSM 43247	Gordonia bronchialis
526227	periphery	Meiothermus silvanus DSM 9946	Meiothermus silvanus
527002	periphery	Yersinia aldovae ATCC 35236	Yersinia aldovae
529507	periphery	Proteus mirabilis HI4320	Proteus mirabilis
529709	periphery	Pyrococcus yayanosii CH1	Pyrococcus yayanosii
529818	core	Thecamonas trahens	Thecamonas trahens
529884	periphery	Candidatus Rhodoluna lacicola	Rhodoluna lacicola
